date,region,district,market,commodity,unit,pricetype,TSh,USD
2021-08-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,190455.0,82.8292
2021-09-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,85000.0,36.66
2021-09-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,185100.0,79.84
2021-09-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,259490.0,111.92
2021-09-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,46077.0,19.8742
2021-09-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,156923.0,67.6848
2021-09-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,197308.0,85.1039
2021-10-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,90000.0,39.13
2021-10-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,184720.0,80.31
2021-10-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,259490.0,112.82
2021-10-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,47750.0,20.761
2021-10-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,175000.0,76.0874
2021-10-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,213750.0,92.9354
2021-11-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,93330.0,40.56
2021-11-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,185180.0,80.47999999999999
2021-11-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,260000.0,113.0
2021-11-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,48188.0,20.9423
2021-11-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,175625.0,76.326
2021-11-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,215000.0,93.4382
2021-12-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,93330.0,40.58
2021-12-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,178990.0,77.82
2021-12-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,266670.0,115.94
2022-01-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,93330.0,40.62
2022-01-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,178990.0,77.89
2022-01-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,266670.0,116.05
2022-02-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,184070.0,79.55
2022-03-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,184070.0,79.47999999999999
2022-04-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,189250.0,81.5
2022-05-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,193690.0,84.22
2022-05-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,90000.0,39.1335
2022-05-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,185000.0,80.441
2022-05-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,190000.0,82.6151
2022-06-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,123330.0,52.93
2022-06-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,199240.0,85.50999999999999
2022-06-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,266670.0,114.45
2022-06-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,96667.0,41.4882
2022-06-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,177500.0,76.1807
2022-06-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,218333.0,93.7057
2022-07-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,126670.0,54.32
2022-07-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,197680.0,84.77
2022-07-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,266670.0,114.35
2022-08-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,126670.0,54.32
2022-08-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,193680.0,83.05
2022-08-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,266670.0,114.35
2022-08-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,220000.0,94.3402
2022-08-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,225000.0,96.4843
2022-09-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,136700.0,58.67
2022-09-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,208100.0,89.31
2022-09-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,273300.0,117.3
2022-09-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,108214.0,46.4441
2022-09-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,249286.0,106.9904
2022-09-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,276786.0,118.793
2022-10-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,100000.0,43.38
2022-10-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,253200.0,109.84
2022-10-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,230000.0,99.77
2022-10-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,112500.0,48.8025
2022-10-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,264583.0,114.776
2022-10-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,302083.0,131.0435
2022-11-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,110000.0,47.17
2022-11-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,282000.0,120.93
2022-11-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,250000.0,107.2
2022-11-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,115000.0,49.3142
2022-11-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,260000.0,111.493
2022-11-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,315000.0,135.078
2022-12-15,Dar-es-salaam,Temeke,Mbagala,Maize,100 KG,Wholesale,110000.0,47.17
2022-12-15,Dar-es-salaam,Temeke,Mbagala,Rice,100 KG,Wholesale,283300.0,121.48
2022-12-15,Dar-es-salaam,Temeke,Mbagala,Beans,100 KG,Wholesale,280000.0,120.07
2023-02-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,112000.0,48.0278
2023-02-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,330556.0,141.7488
2023-02-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,315000.0,135.078
2023-03-15,Dar-es-salaam,Temeke,Tandika,Maize,100 KG,Wholesale,113000.0,48.4566
2023-03-15,Dar-es-salaam,Temeke,Tandika,Rice,100 KG,Wholesale,298000.0,127.7881
2023-03-15,Dar-es-salaam,Temeke,Tandika,Beans,100 KG,Wholesale,306000.0,131.2187
2016-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,75000.0,35.2
2016-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,192220.0,90.23
2016-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,93.88
2016-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,32.62
2016-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,86.48
2016-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,93.21
2016-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,32.67
2016-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,86.6
2016-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,93.34
2016-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,32.66
2016-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,86.58
2016-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,93.32
2016-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,32.1
2016-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,85.1
2016-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,91.72
2016-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,32.59
2016-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,86.38
2016-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,93.1
2016-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,32.690000000000005
2016-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,171110.0,79.91
2016-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,93.4
2016-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,32.72
2016-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,181110.0,84.66
2016-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,93.49
2016-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,32.800000000000004
2016-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,176670.0,82.78999999999999
2016-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,93.72
2016-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,60000.0,27.58
2016-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,176670.0,81.22
2016-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,91.94
2016-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,60000.0,27.99
2016-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,176670.0,82.43
2016-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,93.31
2016-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,37.1
2016-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,176670.0,81.92
2016-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,92.74
2017-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,36.42
2017-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,177780.0,80.94
2017-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,91.05
2017-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,150000.0,68.28
2017-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,84.47
2017-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,91.05
2017-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,150000.0,68.4
2017-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,187780.0,85.61999999999999
2017-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,210000.0,95.75
2017-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,150000.0,67.4
2017-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,187780.0,84.37
2017-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,220000.0,98.85
2017-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,150000.0,68.87
2017-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,194440.0,89.28
2017-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,220000.0,101.01
2017-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,140000.0,63.82
2017-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,194440.0,88.64
2017-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,91.17
2017-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,120000.0,53.790000000000006
2017-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,196670.0,88.16000000000001
2017-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,200000.0,89.64999999999999
2017-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,120000.0,54.53
2017-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,84.33
2017-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,86.33999999999999
2017-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,110000.0,50.03999999999999
2017-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,84.42
2017-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,86.44
2017-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,110000.0,49.16
2017-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,82.92
2017-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,84.91
2017-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,110000.0,50.370000000000005
2017-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,84.98
2017-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,87.01
2017-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,45.32
2017-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,200000.0,90.65
2017-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,86.11
2018-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,45.66
2018-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,200000.0,91.32
2018-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,86.75
2018-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,44.41
2018-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,206670.0,91.79
2018-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,84.38
2018-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,44.440000000000005
2018-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,208890.0,92.83
2018-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,84.44
2018-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,44.34
2018-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,204440.0,90.64
2018-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,84.24000000000001
2018-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,35.13
2018-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,210000.0,92.21
2018-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,83.43
2018-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,35.160000000000004
2018-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,191330.0,84.09
2018-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,210000.0,92.29
2018-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,35.260000000000005
2018-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,178890.0,78.85
2018-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,210000.0,92.56
2018-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,35.15
2018-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,176670.0,77.63
2018-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,210000.0,92.28
2018-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,30.75
2018-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,172220.0,75.66000000000001
2018-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,79.08
2018-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,30.66
2018-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,167780.0,73.49
2018-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.85
2018-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,70000.0,30.620000000000005
2018-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,167780.0,73.39
2018-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.74
2018-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,50000.0,21.93
2018-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,172220.0,75.53999999999999
2018-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.95
2019-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,50000.0,21.790000000000003
2019-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,170000.0,74.07000000000001
2019-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.43
2019-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,50000.0,21.5
2019-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,170000.0,73.11
2019-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,77.41
2019-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,50000.0,21.37
2019-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,170000.0,72.65
2019-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,76.92999999999999
2019-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,50000.0,21.64
2019-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,170000.0,73.58
2019-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,77.91
2019-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,50000.0,21.71
2019-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,193330.0,83.93
2019-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.14
2019-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,50000.0,21.84
2019-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,194440.0,84.94
2019-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.64
2019-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,43.57
2019-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,196670.0,85.69
2019-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.43
2019-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,34.88
2019-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,183330.0,79.92
2019-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.47
2019-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,34.94
2019-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,181110.0,79.11
2019-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.62
2019-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,34.849999999999994
2019-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,80.83
2019-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,78.41
2019-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,85000.0,37.64
2019-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,183330.0,81.17999999999999
2019-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,180000.0,79.71000000000001
2019-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,90000.0,39.33
2019-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,185560.0,81.10000000000001
2019-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,190000.0,83.04
2020-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,43.54
2020-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,194440.0,84.66
2020-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,210000.0,91.44
2020-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,43.69
2020-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,204440.0,89.31
2020-02-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,220000.0,96.11
2020-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,43.67
2020-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,200000.0,87.35000000000001
2020-03-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,260000.0,113.55
2020-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,43.33
2020-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,200000.0,86.66
2020-04-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,260000.0,112.66
2020-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,95000.0,41.11
2020-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,186670.0,80.78999999999999
2020-05-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,260000.0,112.52
2020-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,85000.0,36.720000000000006
2020-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,165560.0,71.52
2020-06-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,260000.0,112.31
2020-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,43.120000000000005
2020-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,163330.0,70.43
2020-07-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,225000.0,97.03
2020-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,100000.0,43.52
2020-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,163330.0,71.08
2020-08-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,225000.0,97.92
2020-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,90000.0,38.79
2020-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,163330.0,70.39999999999999
2020-09-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,225000.0,96.98
2020-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,93330.0,40.23
2020-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,165560.0,71.36
2020-10-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,225000.0,96.98
2020-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,80000.0,34.82
2020-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,165560.0,72.05
2020-11-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,225000.0,97.92
2020-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,90000.0,38.81
2020-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,173330.0,74.74
2020-12-15,Dodoma,Dodoma Urban,Dodoma Urban,Beans,100 KG,Wholesale,225000.0,97.03
2021-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Maize,100 KG,Wholesale,60000.0,25.87
2021-01-15,Dodoma,Dodoma Urban,Dodoma Urban,Rice,100 KG,Wholesale,173220.0,74.69
